Employee_ID,First_Name,Last_Name,age_clean,age_missing_flag,department_clean,region_clean,status_clean,join_date,salary,Email,phone_digits,phone_valid,phone_clean,performance_score_clean,remote_work,is_active_employee,tenure_days,tenure_years,salary_band
EMP1135,Eva,Jones,25,false,Cloud Tech,California,Active,,75092.43,eva.jones@example.com,1534735527,true,1534735527,Excellent,true,true,,,75K–99K
EMP1229,Eva,Jones,25,false,DevOps,Florida,Active,,92171.73,eva.jones@example.com,7201859625,true,7201859625,Poor,false,true,,,75K–99K
EMP1383,Eva,Jones,35,false,Cloud Tech,Florida,Active,,106832.22,eva.jones@example.com,7715910299,true,7715910299,Good,true,true,,,100K–124K
EMP1596,Eva,Jones,40,false,Sales,Texas,Active,,92463.94,eva.jones@example.com,2447951329,true,2447951329,Average,true,true,,,75K–99K
EMP1743,Eva,Jones,30,false,Sales,California,Active,,68037.56,eva.jones@example.com,7235137398,true,7235137398,Average,false,true,,,50K–74K
EMP1751,Eva,Jones,30,false,Admin,Texas,Active,,51833.88,eva.jones@example.com,771130620,false,,Average,true,true,,,50K–74K
EMP1844,Eva,Jones,30,false,Sales,Florida,Active,,114905.58,eva.jones@example.com,5562965753,true,5562965753,Poor,false,true,,,100K–124K
EMP1941,Eva,Jones,30,false,Sales,Texas,Active,,82273.08,eva.jones@example.com,7120072023,true,7120072023,Excellent,false,true,,,75K–99K
EMP1208,Eva,Miller,40,false,Admin,Illinois,Active,,117591.76,eva.miller@example.com,5356690550,true,5356690550,Good,false,true,,,100K–124K
EMP1381,Eva,Miller,,true,HR,Illinois,Active,,100328.62,eva.miller@example.com,501716444,false,,Average,true,true,,,100K–124K
EMP1397,Eva,Miller,30,false,Finance,Nevada,Active,,56662.86,eva.miller@example.com,3629489785,true,3629489785,Average,true,true,,,50K–74K
EMP1481,Eva,Miller,35,false,DevOps,Texas,Active,,88945.49,eva.miller@example.com,1935889535,true,1935889535,Good,false,true,,,75K–99K
EMP1867,Eva,Miller,40,false,Sales,Florida,Active,,73749.96,eva.miller@example.com,1114576831,true,1114576831,Poor,true,true,,,50K–74K
EMP1463,Eva,Smith,25,false,DevOps,Texas,Active,,80675.41,eva.smith@example.com,8315203770,true,8315203770,Excellent,false,true,,,75K–99K
EMP1581,Eva,Smith,,true,Cloud Tech,Illinois,Active,,78534.29,eva.smith@example.com,2681715159,true,2681715159,Average,true,true,,,75K–99K
EMP1785,Eva,Smith,,true,Sales,California,Active,,98008.51,eva.smith@example.com,8102131250,true,8102131250,Average,false,true,,,75K–99K
EMP1802,Eva,Smith,,true,Admin,New York,Active,,92928.4,eva.smith@example.com,6627051156,true,6627051156,Poor,true,true,,,75K–99K
EMP1961,Eva,Smith,,true,DevOps,Texas,Active,,84559.9,eva.smith@example.com,6060148859,true,6060148859,Poor,false,true,,,75K–99K
EMP1039,Eva,Williams,40,false,HR,Texas,Active,,93481.15,eva.williams@example.com,8147617421,true,8147617421,Poor,false,true,,,75K–99K
EMP1147,Eva,Williams,35,false,Cloud Tech,Florida,Active,,102790.6,eva.williams@example.com,1150835353,true,1150835353,Good,false,true,,,100K–124K
EMP1172,Eva,Williams,,true,HR,California,Active,,85518.88,eva.williams@example.com,816470899,false,,Excellent,false,true,,,75K–99K
EMP1291,Eva,Williams,35,false,DevOps,New York,Active,,58275.74,eva.williams@example.com,3735439626,true,3735439626,Good,false,true,,,50K–74K
EMP1337,Eva,Williams,,true,Sales,Nevada,Active,,115013.65,eva.williams@example.com,7371470826,true,7371470826,Average,false,true,,,100K–124K
EMP1534,Eva,Williams,25,false,HR,California,Active,,78054.43,eva.williams@example.com,4485959223,true,4485959223,Poor,true,true,,,75K–99K
EMP1799,Eva,Williams,30,false,HR,New York,Active,,69365.47,eva.williams@example.com,2650622922,true,2650622922,Average,true,true,,,50K–74K
EMP1969,Eva,Williams,30,false,Finance,Texas,Active,,84253.9,eva.williams@example.com,8409112251,true,8409112251,Excellent,true,true,,,75K–99K
EMP1197,Frank,Brown,25,false,Sales,Nevada,Active,,67342.06,frank.brown@example.com,2497243991,true,2497243991,Good,true,true,,,50K–74K
EMP1608,Frank,Brown,40,false,Finance,Illinois,Active,,111742.4,frank.brown@example.com,6630932997,true,6630932997,Average,true,true,,,100K–124K
EMP1768,Frank,Brown,,true,DevOps,New York,Active,,60122.52,frank.brown@example.com,8627036923,true,8627036923,Excellent,true,true,,,50K–74K
EMP1814,Frank,Brown,,true,DevOps,New York,Active,,96872.36,frank.brown@example.com,4324006156,true,4324006156,Poor,false,true,,,75K–99K
EMP1318,Frank,Davis,35,false,Cloud Tech,New York,Active,,58212.13,frank.davis@example.com,3628917755,true,3628917755,Good,false,true,,,50K–74K
EMP1604,Frank,Davis,30,false,Cloud Tech,Nevada,Active,,113540.83,frank.davis@example.com,1942268652,true,1942268652,Good,true,true,,,100K–124K
EMP1789,Frank,Davis,,true,Sales,Texas,Active,,97984.53,frank.davis@example.com,6583737926,true,6583737926,Good,true,true,,,75K–99K
EMP1840,Frank,Davis,25,false,Admin,Illinois,Active,,84716.38,frank.davis@example.com,6762090143,true,6762090143,Good,false,true,,,75K–99K
EMP1848,Frank,Davis,30,false,HR,Illinois,Active,,50593.33,frank.davis@example.com,1880819047,true,1880819047,Excellent,true,true,,,50K–74K
EMP1056,Frank,Garcia,40,false,Sales,Illinois,Active,,112965.33,frank.garcia@example.com,7293417222,true,7293417222,Good,false,true,,,100K–124K
EMP1118,Frank,Garcia,25,false,Finance,Illinois,Active,,110855.72,frank.garcia@example.com,1997179109,true,1997179109,Poor,false,true,,,100K–124K
EMP1508,Frank,Garcia,25,false,Admin,California,Active,,111000.26,frank.garcia@example.com,4969357823,true,4969357823,Good,false,true,,,100K–124K
EMP1703,Frank,Garcia,40,false,DevOps,California,Active,,86624.04,frank.garcia@example.com,9806603919,true,9806603919,Good,true,true,,,75K–99K
EMP1788,Frank,Garcia,40,false,Finance,Nevada,Active,,86475.13,frank.garcia@example.com,1211063300,true,1211063300,Poor,true,true,,,75K–99K
EMP1293,Frank,Johnson,,true,Admin,New York,Active,,60722.99,frank.johnson@example.com,2397240421,true,2397240421,Excellent,true,true,,,50K–74K
EMP1638,Frank,Johnson,35,false,Admin,Illinois,Active,,115079.97,frank.johnson@example.com,5823133483,true,5823133483,Excellent,true,true,,,100K–124K
EMP1753,Frank,Johnson,25,false,DevOps,Florida,Active,,109229.68,frank.johnson@example.com,8335090253,true,8335090253,Poor,true,true,,,100K–124K
EMP1006,Frank,Jones,,true,Admin,Nevada,Active,,96288.43,frank.jones@example.com,4518376063,true,4518376063,Good,false,true,,,75K–99K
EMP1384,Frank,Jones,,true,DevOps,Florida,Active,,59746.45,frank.jones@example.com,2156321357,true,2156321357,Good,true,true,,,50K–74K
EMP1491,Frank,Jones,25,false,Sales,New York,Active,,99669.86,frank.jones@example.com,6652683414,true,6652683414,Average,false,true,,,75K–99K
EMP1653,Frank,Jones,35,false,Sales,California,Active,,68399.43,frank.jones@example.com,8085096084,true,8085096084,Excellent,false,true,,,50K–74K
EMP1655,Frank,Jones,40,false,HR,Florida,Active,,59179.74,frank.jones@example.com,1828197930,true,1828197930,Excellent,false,true,,,50K–74K
EMP1809,Frank,Jones,35,false,Finance,Florida,Active,,83273.41,frank.jones@example.com,6295187793,true,6295187793,Excellent,false,true,,,75K–99K
EMP1845,Frank,Jones,,true,DevOps,Texas,Active,,94619.69,frank.jones@example.com,2786561941,true,2786561941,Good,true,true,,,75K–99K
EMP1926,Frank,Jones,25,false,Sales,Nevada,Active,,86850.37,frank.jones@example.com,9177680897,true,9177680897,Excellent,true,true,,,75K–99K
EMP1949,Frank,Jones,35,false,DevOps,California,Active,,80935.65,frank.jones@example.com,1455937660,true,1455937660,Excellent,false,true,,,75K–99K
EMP1169,Frank,Miller,30,false,DevOps,Florida,Active,,108224.03,frank.miller@example.com,1837274219,true,1837274219,Poor,true,true,,,100K–124K
EMP1577,Frank,Miller,,true,Cloud Tech,Texas,Active,,,frank.miller@example.com,1579039234,true,1579039234,Excellent,true,true,,,Unknown
EMP1790,Frank,Miller,25,false,Admin,California,Active,,118853.31,frank.miller@example.com,4907280122,true,4907280122,Good,false,true,,,100K–124K
EMP1822,Frank,Miller,25,false,HR,Texas,Active,,99155.53,frank.miller@example.com,6281372142,true,6281372142,Poor,true,true,,,75K–99K
EMP1072,Frank,Smith,,true,Cloud Tech,New York,Active,,76812.47,frank.smith@example.com,5200894345,true,5200894345,Poor,false,true,,,75K–99K
EMP1184,Frank,Smith,25,false,Finance,Nevada,Active,,51311.91,frank.smith@example.com,864035532,false,,Excellent,false,true,,,50K–74K
EMP1192,Frank,Smith,35,false,Admin,Florida,Active,,80954.56,frank.smith@example.com,4746897151,true,4746897151,Good,false,true,,,75K–99K
EMP1274,Frank,Smith,35,false,Sales,Florida,Active,,69530.45,frank.smith@example.com,414545634,false,,Poor,true,true,,,50K–74K
EMP1399,Frank,Smith,25,false,Finance,Nevada,Active,,54957.98,frank.smith@example.com,3181439665,true,3181439665,Excellent,true,true,,,50K–74K
EMP1476,Frank,Smith,,true,Finance,Illinois,Active,,54268.86,frank.smith@example.com,9508304404,true,9508304404,Poor,true,true,,,50K–74K
EMP1616,Frank,Smith,40,false,Sales,Illinois,Active,,76474.79,frank.smith@example.com,6876112490,true,6876112490,Excellent,true,true,,,75K–99K
EMP1724,Frank,Smith,,true,DevOps,New York,Active,,97154.47,frank.smith@example.com,1918623391,true,1918623391,Good,true,true,,,75K–99K
EMP1842,Frank,Smith,25,false,DevOps,California,Active,,61732.03,frank.smith@example.com,9687304518,true,9687304518,Average,true,true,,,50K–74K
EMP1933,Frank,Smith,25,false,Sales,Florida,Active,,78662.24,frank.smith@example.com,9330674583,true,9330674583,Poor,true,true,,,75K–99K
EMP1004,Frank,Williams,25,false,Cloud Tech,Florida,Active,,109324.61,frank.williams@example.com,1586734256,true,1586734256,Poor,false,true,,,100K–124K
EMP1146,Frank,Williams,,true,Sales,California,Active,,113983.43,frank.williams@example.com,5148881430,true,5148881430,Excellent,true,true,,,100K–124K
EMP1316,Frank,Williams,25,false,Sales,Nevada,Active,,68792.31,frank.williams@example.com,6678498435,true,6678498435,Average,false,true,,,50K–74K
EMP1402,Frank,Williams,30,false,DevOps,Nevada,Active,,93125.32,frank.williams@example.com,5122572075,true,5122572075,Average,false,true,,,75K–99K
EMP1446,Frank,Williams,40,false,HR,New York,Active,,91798.14,frank.williams@example.com,6191284116,true,6191284116,Good,false,true,,,75K–99K
EMP1458,Frank,Williams,30,false,DevOps,Illinois,Active,,71477.63,frank.williams@example.com,102724054,false,,Good,true,true,,,50K–74K
EMP1950,Frank,Williams,30,false,DevOps,California,Active,,107020.19,frank.williams@example.com,8943705262,true,8943705262,Excellent,false,true,,,100K–124K
EMP1129,Grace,Brown,40,false,DevOps,Nevada,Active,,117537.71,grace.brown@example.com,9594652169,true,9594652169,Excellent,false,true,,,100K–124K
EMP1382,Grace,Brown,25,false,DevOps,Nevada,Active,,111236.69,grace.brown@example.com,5618579063,true,5618579063,Excellent,true,true,,,100K–124K
EMP1408,Grace,Brown,35,false,Sales,Nevada,Active,,82971.02,grace.brown@example.com,6325703964,true,6325703964,Good,false,true,,,75K–99K
EMP1444,Grace,Brown,30,false,DevOps,Illinois,Active,,119586.11,grace.brown@example.com,9815287338,true,9815287338,Average,true,true,,,100K–124K
EMP1480,Grace,Brown,25,false,DevOps,Florida,Active,,93905.83,grace.brown@example.com,4902504289,true,4902504289,Average,true,true,,,75K–99K
EMP1620,Grace,Brown,,true,Finance,California,Active,,87087.16,grace.brown@example.com,359544293,false,,Poor,false,true,,,75K–99K
EMP1631,Grace,Brown,25,false,Cloud Tech,California,Active,,55602.78,grace.brown@example.com,9977180512,true,9977180512,Good,false,true,,,50K–74K
EMP1986,Grace,Brown,30,false,Finance,Nevada,Active,,109523.4,grace.brown@example.com,849378305,false,,Poor,true,true,,,100K–124K
EMP1993,Grace,Brown,,true,DevOps,Nevada,Active,,64045.36,grace.brown@example.com,6847323652,true,6847323652,Poor,true,true,,,50K–74K
EMP1080,Grace,Davis,35,false,Cloud Tech,Florida,Active,,87759.33,grace.davis@example.com,2881377027,true,2881377027,Average,false,true,,,75K–99K
EMP1202,Grace,Davis,30,false,Sales,Nevada,Active,,89124.54,grace.davis@example.com,2252237280,true,2252237280,Excellent,true,true,,,75K–99K
EMP1210,Grace,Davis,30,false,Admin,Illinois,Active,,67500.22,grace.davis@example.com,5797863049,true,5797863049,Average,true,true,,,50K–74K
EMP1244,Grace,Davis,40,false,Sales,Texas,Active,,94963.7,grace.davis@example.com,2625660930,true,2625660930,Good,false,true,,,75K–99K
EMP1256,Grace,Davis,,true,Finance,New York,Active,,72920.51,grace.davis@example.com,9097283214,true,9097283214,Excellent,true,true,,,50K–74K
EMP1313,Grace,Davis,30,false,HR,Florida,Active,,87654.98,grace.davis@example.com,2521310961,true,2521310961,Poor,false,true,,,75K–99K
EMP1387,Grace,Davis,25,false,HR,Nevada,Active,,110625.52,grace.davis@example.com,2967188396,true,2967188396,Excellent,true,true,,,100K–124K
EMP1622,Grace,Davis,30,false,HR,Florida,Active,,55867.23,grace.davis@example.com,3039429044,true,3039429044,Excellent,false,true,,,50K–74K
EMP1028,Grace,Garcia,40,false,Finance,Nevada,Active,,95741.88,grace.garcia@example.com,7712151341,true,7712151341,Excellent,false,true,,,75K–99K
EMP1046,Grace,Garcia,,true,Cloud Tech,Texas,Active,,98371.37,grace.garcia@example.com,7499564121,true,7499564121,Excellent,false,true,,,75K–99K
EMP1556,Grace,Garcia,40,false,Sales,Nevada,Active,,77850.9,grace.garcia@example.com,2704938619,true,2704938619,Average,true,true,,,75K–99K
EMP1104,Grace,Johnson,,true,Sales,Illinois,Active,,86580.08,grace.johnson@example.com,5379502096,true,5379502096,Good,true,true,,,75K–99K
EMP1343,Grace,Johnson,25,false,Sales,California,Active,,55145.47,grace.johnson@example.com,8931992549,true,8931992549,Good,false,true,,,50K–74K
EMP1511,Grace,Johnson,25,false,Admin,New York,Active,,78643.43,grace.johnson@example.com,2751562778,true,2751562778,Good,true,true,,,75K–99K
EMP1679,Grace,Johnson,40,false,Admin,California,Active,,93772.61,grace.johnson@example.com,4256529059,true,4256529059,Poor,false,true,,,75K–99K
EMP1847,Grace,Johnson,40,false,DevOps,Nevada,Active,,97032.29,grace.johnson@example.com,9582923615,true,9582923615,Excellent,false,true,,,75K–99K
EMP1074,Grace,Jones,40,false,Sales,Nevada,Active,,111645.97,grace.jones@example.com,7490753997,true,7490753997,Good,true,true,,,100K–124K
EMP1226,Grace,Jones,,true,Finance,California,Active,,95283.03,grace.jones@example.com,8612590471,true,8612590471,Good,false,true,,,75K–99K
EMP1675,Grace,Jones,35,false,Admin,California,Active,,86632.14,grace.jones@example.com,2904774257,true,2904774257,Poor,true,true,,,75K–99K
EMP1049,Grace,Miller,,true,DevOps,New York,Active,,61375.12,grace.miller@example.com,1227770792,true,1227770792,Excellent,true,true,,,50K–74K
EMP1261,Grace,Miller,25,false,Sales,Illinois,Active,,88725.6,grace.miller@example.com,5265016730,true,5265016730,Average,true,true,,,75K–99K
EMP1270,Grace,Miller,30,false,DevOps,New York,Active,,116374.36,grace.miller@example.com,4143637188,true,4143637188,Excellent,false,true,,,100K–124K
EMP1406,Grace,Miller,35,false,DevOps,Texas,Active,,77011.99,grace.miller@example.com,7584745704,true,7584745704,Average,true,true,,,75K–99K
EMP1755,Grace,Miller,25,false,HR,Florida,Active,,96993.74,grace.miller@example.com,1323570712,true,1323570712,Poor,false,true,,,75K–99K
EMP1361,Grace,Smith,35,false,Finance,Texas,Active,,68111.69,grace.smith@example.com,6404120910,true,6404120910,Poor,false,true,,,50K–74K
EMP1572,Grace,Smith,25,false,HR,New York,Active,,73231.85,grace.smith@example.com,142576269,false,,Poor,false,true,,,50K–74K
EMP1712,Grace,Smith,,true,HR,Nevada,Active,,119890.35,grace.smith@example.com,4991537037,true,4991537037,Average,true,true,,,100K–124K
EMP1932,Grace,Smith,30,false,Sales,Illinois,Active,,64544.87,grace.smith@example.com,9885582983,true,9885582983,Average,true,true,,,50K–74K
EMP1965,Grace,Smith,40,false,DevOps,Illinois,Active,,114770.32,grace.smith@example.com,4626325143,true,4626325143,Good,true,true,,,100K–124K
EMP1013,Grace,Williams,,true,Finance,California,Active,,85666.84,grace.williams@example.com,2669300892,true,2669300892,Good,false,true,,,75K–99K
EMP1085,Grace,Williams,40,false,DevOps,New York,Active,,98343.01,grace.williams@example.com,9756792286,true,9756792286,Poor,false,true,,,75K–99K
EMP1153,Grace,Williams,,true,DevOps,Nevada,Active,,79041.92,grace.williams@example.com,6668459089,true,6668459089,Average,true,true,,,75K–99K
EMP1199,Grace,Williams,35,false,DevOps,Illinois,Active,,94162.06,grace.williams@example.com,2644886945,true,2644886945,Average,true,true,,,75K–99K
EMP1214,Grace,Williams,25,false,HR,New York,Active,,115157.81,grace.williams@example.com,7178333210,true,7178333210,Good,false,true,,,100K–124K
EMP1264,Grace,Williams,,true,Cloud Tech,Texas,Active,,99951.43,grace.williams@example.com,7722560530,true,7722560530,Average,true,true,,,75K–99K
EMP1496,Grace,Williams,25,false,Admin,Illinois,Active,,65494.58,grace.williams@example.com,8986456521,true,8986456521,Average,true,true,,,50K–74K
EMP1515,Grace,Williams,40,false,Finance,Florida,Active,,87364.78,grace.williams@example.com,2831995297,true,2831995297,Good,false,true,,,75K–99K
EMP1561,Grace,Williams,,true,HR,Florida,Active,,57452.93,grace.williams@example.com,3343244740,true,3343244740,Good,true,true,,,50K–74K
EMP1615,Grace,Williams,,true,Admin,Illinois,Active,,96175.41,grace.williams@example.com,9807704604,true,9807704604,Average,true,true,,,75K–99K
EMP1216,Heidi,Brown,40,false,Sales,Texas,Active,,67914.67,heidi.brown@example.com,2871539914,true,2871539914,Excellent,true,true,,,50K–74K
EMP1234,Heidi,Brown,25,false,Admin,Texas,Active,,95161.4,heidi.brown@example.com,5182606887,true,5182606887,Excellent,false,true,,,75K–99K
EMP1901,Heidi,Brown,30,false,DevOps,Florida,Active,,111008.63,heidi.brown@example.com,3556434368,true,3556434368,Excellent,true,true,,,100K–124K
EMP1931,Heidi,Brown,40,false,Finance,California,Active,,100960.05,heidi.brown@example.com,2711759573,true,2711759573,Average,false,true,,,100K–124K
EMP1168,Heidi,Davis,40,false,Finance,Nevada,Active,,79873.48,heidi.davis@example.com,41257770,false,,Average,false,true,,,75K–99K
EMP1181,Heidi,Davis,,true,DevOps,California,Active,,77668.44,heidi.davis@example.com,8903091435,true,8903091435,Good,true,true,,,75K–99K
EMP1512,Heidi,Davis,30,false,HR,Nevada,Active,,55656.8,heidi.davis@example.com,6304483607,true,6304483607,Good,true,true,,,50K–74K
EMP1585,Heidi,Davis,30,false,Sales,New York,Active,,77369.48,heidi.davis@example.com,2059438975,true,2059438975,Average,false,true,,,75K–99K
EMP1652,Heidi,Davis,35,false,DevOps,Texas,Active,,64752.67,heidi.davis@example.com,4902166669,true,4902166669,Poor,false,true,,,50K–74K
EMP1682,Heidi,Davis,30,false,HR,Texas,Active,,117880.14,heidi.davis@example.com,9487148551,true,9487148551,Average,false,true,,,100K–124K
EMP1112,Heidi,Garcia,40,false,Cloud Tech,Illinois,Active,,80242.01,heidi.garcia@example.com,894870604,false,,Good,true,true,,,75K–99K
EMP1267,Heidi,Garcia,,true,HR,Florida,Active,,73186.77,heidi.garcia@example.com,8621102257,true,8621102257,Good,false,true,,,50K–74K
EMP1273,Heidi,Garcia,,true,Finance,California,Active,,113848.69,heidi.garcia@example.com,8433567085,true,8433567085,Excellent,true,true,,,100K–124K
EMP1531,Heidi,Garcia,35,false,HR,Florida,Active,,106922.49,heidi.garcia@example.com,8811616201,true,8811616201,Excellent,true,true,,,100K–124K
EMP1989,Heidi,Garcia,40,false,Admin,California,Active,,107661.73,heidi.garcia@example.com,7016934291,true,7016934291,Excellent,true,true,,,100K–124K
EMP1027,Heidi,Johnson,30,false,Finance,Florida,Active,,56785.16,heidi.johnson@example.com,2761707586,true,2761707586,Excellent,true,true,,,50K–74K
EMP1071,Heidi,Johnson,30,false,HR,Florida,Active,,70000.97,heidi.johnson@example.com,2884318847,true,2884318847,Average,true,true,,,50K–74K
EMP1224,Heidi,Johnson,40,false,DevOps,New York,Active,,100123.15,heidi.johnson@example.com,276420864,false,,Average,false,true,,,100K–124K
EMP1265,Heidi,Johnson,30,false,Sales,Illinois,Active,,115195.81,heidi.johnson@example.com,3402665022,true,3402665022,Good,true,true,,,100K–124K
EMP1742,Heidi,Johnson,40,false,DevOps,New York,Active,,97901.79,heidi.johnson@example.com,688285030,false,,Average,true,true,,,75K–99K
EMP1877,Heidi,Johnson,25,false,Cloud Tech,Texas,Active,,99471.89,heidi.johnson@example.com,8471690617,true,8471690617,Average,true,true,,,75K–99K
EMP1124,Heidi,Jones,,true,Admin,Florida,Active,,85576.86,heidi.jones@example.com,4567972319,true,4567972319,Poor,false,true,,,75K–99K
EMP1154,Heidi,Jones,,true,Finance,California,Active,,75937.1,heidi.jones@example.com,2259999662,true,2259999662,Excellent,true,true,,,75K–99K
EMP1198,Heidi,Jones,,true,Sales,Illinois,Active,,76099.64,heidi.jones@example.com,116691835,false,,Excellent,false,true,,,75K–99K
EMP1205,Heidi,Jones,30,false,Admin,New York,Active,,70705.45,heidi.jones@example.com,1509377099,true,1509377099,Good,false,true,,,50K–74K
EMP1287,Heidi,Jones,35,false,DevOps,New York,Active,,73597.85,heidi.jones@example.com,3402424032,true,3402424032,Poor,true,true,,,50K–74K
EMP1461,Heidi,Jones,30,false,HR,Nevada,Active,,74276.71,heidi.jones@example.com,4384588104,true,4384588104,Excellent,true,true,,,50K–74K
EMP1725,Heidi,Jones,,true,Sales,Illinois,Active,,80235.5,heidi.jones@example.com,2071511695,true,2071511695,Good,false,true,,,75K–99K
EMP1885,Heidi,Jones,25,false,Cloud Tech,Nevada,Active,,62312.13,heidi.jones@example.com,4339527535,true,4339527535,Good,false,true,,,50K–74K
EMP1034,Heidi,Miller,30,false,Admin,California,Active,,90542.62,heidi.miller@example.com,1642361031,true,1642361031,Excellent,true,true,,,75K–99K
EMP1095,Heidi,Miller,25,false,Cloud Tech,California,Active,,98425.1,heidi.miller@example.com,4610339936,true,4610339936,Average,true,true,,,75K–99K
EMP1741,Heidi,Miller,,true,DevOps,Texas,Active,,114558.91,heidi.miller@example.com,5080046357,true,5080046357,Average,false,true,,,100K–124K
EMP1351,Heidi,Smith,25,false,Admin,California,Active,,73255.21,heidi.smith@example.com,7981789045,true,7981789045,Average,false,true,,,50K–74K
EMP1440,Heidi,Smith,30,false,Cloud Tech,California,Active,,115959.65,heidi.smith@example.com,941017589,false,,Excellent,true,true,,,100K–124K
EMP1772,Heidi,Smith,40,false,Finance,Florida,Active,,92007.15,heidi.smith@example.com,4159597751,true,4159597751,Average,true,true,,,75K–99K
EMP1800,Heidi,Smith,25,false,HR,New York,Active,,58012.23,heidi.smith@example.com,1067245306,true,1067245306,Average,true,true,,,50K–74K
EMP1886,Heidi,Smith,,true,Cloud Tech,Texas,Active,,81137.46,heidi.smith@example.com,7497852490,true,7497852490,Excellent,false,true,,,75K–99K
EMP1889,Heidi,Smith,25,false,Finance,New York,Active,,81849.36,heidi.smith@example.com,6791766511,true,6791766511,Excellent,false,true,,,75K–99K
EMP1892,Heidi,Smith,40,false,Admin,California,Active,,70661.31,heidi.smith@example.com,5944633398,true,5944633398,Good,true,true,,,50K–74K
EMP1012,Heidi,Williams,30,false,HR,New York,Active,,89295.77,heidi.williams@example.com,2429543164,true,2429543164,Excellent,false,true,,,75K–99K
EMP1151,Heidi,Williams,35,false,DevOps,Florida,Active,,53174.28,heidi.williams@example.com,1536637779,true,1536637779,Average,true,true,,,50K–74K
EMP1255,Heidi,Williams,25,false,HR,Florida,Active,,56776.82,heidi.williams@example.com,6093068537,true,6093068537,Poor,false,true,,,50K–74K
EMP1857,Heidi,Williams,35,false,Cloud Tech,Texas,Active,,89994.12,heidi.williams@example.com,607174810,false,,Good,true,true,,,75K–99K
EMP1016,Alice,Brown,25,false,DevOps,Illinois,Inactive,,94867.33,alice.brown@example.com,7713334475,true,7713334475,Poor,false,false,,,75K–99K
EMP1053,Alice,Brown,30,false,Finance,California,Inactive,,54859.45,alice.brown@example.com,8146717956,true,8146717956,Average,false,false,,,50K–74K
EMP1103,Alice,Brown,30,false,Admin,Illinois,Inactive,,119574.27,alice.brown@example.com,3985547434,true,3985547434,Average,true,false,,,100K–124K
EMP1235,Alice,Brown,,true,Admin,Nevada,Inactive,,76040.94,alice.brown@example.com,7189813128,true,7189813128,Good,true,false,,,75K–99K
EMP1312,Alice,Brown,35,false,DevOps,Nevada,Inactive,,86712.41,alice.brown@example.com,6501917919,true,6501917919,Average,true,false,,,75K–99K
EMP1427,Alice,Brown,35,false,Cloud Tech,Nevada,Inactive,,101665.79,alice.brown@example.com,3110291812,true,3110291812,Poor,true,false,,,100K–124K
EMP1722,Alice,Brown,35,false,HR,Florida,Inactive,,58437.84,alice.brown@example.com,3748453985,true,3748453985,Good,true,false,,,50K–74K
EMP1818,Alice,Brown,30,false,DevOps,New York,Inactive,,70405.23,alice.brown@example.com,8065625903,true,8065625903,Poor,true,false,,,50K–74K
EMP1833,Alice,Brown,40,false,Finance,Illinois,Inactive,,101367.02,alice.brown@example.com,5769277893,true,5769277893,Excellent,false,false,,,100K–124K
EMP1897,Alice,Brown,40,false,Sales,Florida,Inactive,,105861.23,alice.brown@example.com,9967331166,true,9967331166,Good,true,false,,,100K–124K
EMP1523,Alice,Davis,25,false,DevOps,Texas,Inactive,,76617.76,alice.davis@example.com,7314976460,true,7314976460,Excellent,true,false,,,75K–99K
EMP1759,Alice,Davis,,true,Cloud Tech,Florida,Inactive,,111443.69,alice.davis@example.com,1309810795,true,1309810795,Poor,true,false,,,100K–124K
EMP1786,Alice,Davis,30,false,Admin,California,Inactive,,83537.58,alice.davis@example.com,2931100590,true,2931100590,Poor,false,false,,,75K–99K
EMP1930,Alice,Davis,35,false,HR,California,Inactive,,111201.12,alice.davis@example.com,3012047136,true,3012047136,Poor,false,false,,,100K–124K
EMP1005,Alice,Garcia,40,false,Sales,Texas,Inactive,,88642.84,alice.garcia@example.com,5409003485,true,5409003485,Good,false,false,,,75K–99K
EMP1258,Alice,Garcia,25,false,Finance,Illinois,Inactive,,65060.11,alice.garcia@example.com,5381447442,true,5381447442,Excellent,true,false,,,50K–74K
EMP1299,Alice,Garcia,,true,Finance,Nevada,Inactive,,51523.93,alice.garcia@example.com,18418619,false,,Average,true,false,,,50K–74K
EMP1308,Alice,Garcia,30,false,DevOps,Texas,Inactive,,66403.75,alice.garcia@example.com,7883619688,true,7883619688,Good,false,false,,,50K–74K
EMP1707,Alice,Garcia,35,false,Sales,Nevada,Inactive,,75834.81,alice.garcia@example.com,8354116596,true,8354116596,Excellent,true,false,,,75K–99K
EMP2018,Alice,Garcia,30,false,HR,Florida,Inactive,,71318.79,alice.garcia@example.com,8995729892,true,8995729892,Good,true,false,,,50K–74K
EMP1092,Alice,Johnson,40,false,HR,New York,Inactive,,74837.75,alice.johnson@example.com,5641118241,true,5641118241,Poor,false,false,,,50K–74K
EMP1761,Alice,Johnson,30,false,HR,Florida,Inactive,,71318.79,alice.johnson@example.com,7278532425,true,7278532425,Poor,false,false,,,50K–74K
EMP1975,Alice,Johnson,30,false,Sales,Nevada,Inactive,,99424.14,alice.johnson@example.com,7788519052,true,7788519052,Excellent,false,false,,,75K–99K
EMP1227,Alice,Miller,35,false,HR,Texas,Inactive,,112264.06,alice.miller@example.com,9277423329,true,9277423329,Good,false,false,,,100K–124K
